기관ID,기관이름,상품이름,숙박일자,상태
195,운문산 자연휴양림,야영데크(209),20201120,체크아웃
183,청옥산 자연휴양림,오토캠핑장(203),20201024,체크아웃
103,산음 자연휴양림,황토방1,20201029,체크아웃
108,중미산 자연휴양림,야영데크(222),20201018,체크아웃
103,산음 자연휴양림,황토방1,20201104,체크아웃
200,낙안민속 자연휴양림,벚나무,20201019,체크아웃
190,지리산 자연휴양림,형제봉,20201019,체크아웃
111,대관령 자연휴양림,곰돌이(1층),20201016,체크아웃
107,삼봉 자연휴양림,오소리,20201018,체크아웃
223,백운산 자연휴양림,[B동]영지버섯,20201111,체크아웃
223,백운산 자연휴양림,[B동]영지버섯,20201112,체크아웃
116,화천숲속 야영장,오토캠핑장45(쇄석),20201019,체크아웃
104,아세안 자연휴양림,베트남(3),20201018,체크아웃
104,아세안 자연휴양림,베트남(3),20201019,체크아웃
181,방장산 자연휴양림,민들레,20201018,체크아웃
181,방장산 자연휴양림,민들레,20201019,체크아웃
182,칠보산 자연휴양림,야영데크(303),20201017,체크아웃
192,남해편백 자연휴양림,"후박나무1,2(24.7㎡×2실)",20201104,체크아웃
192,남해편백 자연휴양림,"후박나무1,2(24.7㎡×2실)",20201105,체크아웃
200,낙안민속 자연휴양림,(신)야영데크(104),20201017,체크아웃
141,덕유산 자연휴양림,고로쇠나무,20201030,체크아웃
111,대관령 자연휴양림,곰돌이(1층),20201021,체크아웃
101,유명산 자연휴양림,종달새,20201104,체크아웃
101,유명산 자연휴양림,종달새,20201105,체크아웃
190,지리산 자연휴양림,써리봉1,20201024,체크아웃
101,유명산 자연휴양림,야영데크(247),20201025,체크아웃
222,용화산 자연휴양림,야영데크(312),20201107,체크아웃
101,유명산 자연휴양림,야영데크(104),20201101,체크아웃
200,낙안민속 자연휴양림,소나무,20201025,체크아웃
189,변산 자연휴양림,조기,20201111,체크아웃
192,남해편백 자연휴양림,목도,20201028,체크아웃
101,유명산 자연휴양림,너구리,20201118,체크아웃
101,유명산 자연휴양림,너구리,20201119,체크아웃
222,용화산 자연휴양림,야영데크(301),20201106,체크아웃
105,신불산 자연휴양림,하단 야영데크(107),20201023,체크아웃
106,청태산 자연휴양림,은행나무,20201021,체크아웃
106,청태산 자연휴양림,은행나무,20201022,체크아웃
106,청태산 자연휴양림,잣나무,20201026,체크아웃
103,산음 자연휴양림,반려견 객실(보더콜리),20201021,체크아웃
104,아세안 자연휴양림,인도네시아(1),20201106,체크아웃
189,변산 자연휴양림,낙지,20201015,체크아웃
200,낙안민속 자연휴양림,참나무,20201029,체크아웃
202,달음산 자연휴양림,해님(1층),20201028,체크아웃
104,아세안 자연휴양림,필리핀(1),20201019,체크아웃
192,남해편백 자연휴양림,추도,20201019,체크아웃
103,산음 자연휴양림,종달새,20201015,체크아웃
110,복주산 자연휴양림,소나무,20201101,체크아웃
107,삼봉 자연휴양림,멧돼지,20201028,체크아웃
107,삼봉 자연휴양림,멧돼지,20201029,체크아웃
201,진도 자연휴양림,다정큼나무,20201018,체크아웃
189,변산 자연휴양림,주꾸미,20201104,체크아웃
189,변산 자연휴양림,주꾸미,20201105,체크아웃
242,황정산 자연휴양림,B동-전나무(1층),20201121,체크아웃
189,변산 자연휴양림,비응항,20201119,체크아웃
189,변산 자연휴양림,숭어,20201028,체크아웃
194,운장산 자연휴양림,부엉이,20201028,체크아웃
111,대관령 자연휴양림,따오기,20201108,체크아웃
187,희리산 자연휴양림,606호 봉선화,20201025,체크아웃
187,희리산 자연휴양림,606호 봉선화,20201026,체크아웃
105,신불산 자연휴양림,하단 야영데크(107),20201028,체크아웃
183,청옥산 자연휴양림,야영데크(524),20201031,체크아웃
101,유명산 자연휴양림,비둘기,20201118,체크아웃
101,유명산 자연휴양림,비둘기,20201119,체크아웃
113,가리왕산 자연휴양림,야영데크(103),20201031,체크아웃
192,남해편백 자연휴양림,조도,20201021,체크아웃
189,변산 자연휴양림,주꾸미,20201029,체크아웃
189,변산 자연휴양림,주꾸미,20201030,체크아웃
191,오서산 자연휴양림,(신)409호 개나리꽃,20201104,체크아웃
191,오서산 자연휴양림,(신)409호 개나리꽃,20201105,체크아웃
191,오서산 자연휴양림,(신)409호 개나리꽃,20201106,체크아웃
189,변산 자연휴양림,고사포항,20201101,체크아웃
187,희리산 자연휴양림,702호 산수유,20201031,체크아웃
201,진도 자연휴양림,황칠나무,20201101,체크아웃
201,진도 자연휴양림,황칠나무,20201102,체크아웃
103,산음 자연휴양림,비둘기,20201025,체크아웃
103,산음 자연휴양림,비둘기,20201026,체크아웃
195,운문산 자연휴양림,운문산장,20201104,체크아웃
141,덕유산 자연휴양림,들메나무1,20201104,체크아웃
244,검봉산 자연휴양림,[C동]진달래,20201017,체크아웃
191,오서산 자연휴양림,(신)413호 초롱꽃,20201018,체크아웃
190,지리산 자연휴양림,영신봉,20201023,체크아웃
194,운장산 자연휴양림,마이산,20201015,체크아웃
182,칠보산 자연휴양림,옥잠화,20201025,체크아웃
188,회문산 자연휴양림,굴참나무,20201024,체크아웃
245,대야산 자연휴양림,캐빈6,20201113,체크아웃
193,통고산 자연휴양림,얼레지,20201121,체크아웃
196,천관산 자연휴양림,비자나무 A,20201022,체크아웃
109,방태산 자연휴양림,야영데크(120),20201015,체크아웃
183,청옥산 자연휴양림,오토캠핑장(254),20201024,체크아웃
244,검봉산 자연휴양림,오토캠핑장(215),20201024,체크아웃
222,용화산 자연휴양림,야영데크(102),20201109,체크아웃
222,용화산 자연휴양림,야영데크(316),20201021,체크아웃
222,용화산 자연휴양림,야영데크(316),20201022,체크아웃
242,황정산 자연휴양림,B동-전나무(1층),20201021,체크아웃
242,황정산 자연휴양림,B동-전나무(1층),20201022,체크아웃
110,복주산 자연휴양림,참나무,20201025,체크아웃
220,용현 자연휴양림,308호 신갈나무,20201101,체크아웃
188,회문산 자연휴양림,느티나무,20201104,체크아웃
202,달음산 자연휴양림,선녀(1층),20201025,체크아웃
101,유명산 자연휴양림,야영데크(225),20201023,체크아웃
141,덕유산 자연휴양림,자작나무,20201118,체크아웃
141,덕유산 자연휴양림,자작나무,20201119,체크아웃
108,중미산 자연휴양림,야영데크(216),20201018,체크아웃
242,황정산 자연휴양림,1호-주목나무,20201025,체크아웃
103,산음 자연휴양림,야영데크(224),20201014,체크아웃
103,산음 자연휴양림,야영데크(224),20201015,체크아웃
190,지리산 자연휴양림,야영데크(302),20201024,체크아웃
182,칠보산 자연휴양림,제비꽃,20201018,체크아웃
182,칠보산 자연휴양림,제비꽃,20201019,체크아웃
200,낙안민속 자연휴양림,참나무,20201021,체크아웃
115,속리산 자연휴양림,206호 낙엽송,20201018,체크아웃
115,속리산 자연휴양림,206호 낙엽송,20201019,체크아웃
243,두타산 자연휴양림,오소리,20201025,체크아웃
101,유명산 자연휴양림,오소리,20201022,체크아웃
115,속리산 자연휴양림,209호 전나무,20201105,체크아웃
115,속리산 자연휴양림,209호 전나무,20201106,체크아웃
141,덕유산 자연휴양림,전나무 1,20201114,체크아웃
103,산음 자연휴양림,산까치,20201021,체크아웃
103,산음 자연휴양림,산까치,20201022,체크아웃
106,청태산 자연휴양림,가문비,20201016,체크아웃
244,검봉산 자연휴양림,[C동]산철쭉,20201115,체크아웃
110,복주산 자연휴양림,잣나무,20201025,체크아웃
182,칠보산 자연휴양림,옥잠화,20201118,체크아웃
187,희리산 자연휴양림,608호 옥잠화,20201028,체크아웃
187,희리산 자연휴양림,608호 옥잠화,20201029,체크아웃
188,회문산 자연휴양림,단풍나무,20201029,체크아웃
113,가리왕산 자연휴양림,파랑새,20201018,체크아웃
243,두타산 자연휴양림,고라니,20201022,체크아웃
111,대관령 자연휴양림,멧돼지,20201106,체크아웃
107,삼봉 자연휴양림,야영데크(221)_,20201016,체크아웃
107,삼봉 자연휴양림,야영데크(221)_,20201017,체크아웃
104,아세안 자연휴양림,브루나이(2),20201108,체크아웃
104,아세안 자연휴양림,브루나이(2),20201109,체크아웃
106,청태산 자연휴양림,야영데크(115),20201014,체크아웃
106,청태산 자연휴양림,야영데크(115),20201015,체크아웃
115,속리산 자연휴양림,203호 자란,20201015,체크아웃
195,운문산 자연휴양림,야영데크(311),20201025,체크아웃
188,회문산 자연휴양림,야영데크(101),20201030,체크아웃
106,청태산 자연휴양림,야영데크(110),20201031,체크아웃
106,청태산 자연휴양림,야영데크(110),20201030,체크아웃
222,용화산 자연휴양림,[B동]산벚나무,20201107,체크아웃
115,속리산 자연휴양림,301호 솔나리,20201026,체크아웃
107,삼봉 자연휴양림,야영데크(101)_,20201017,체크아웃
105,신불산 자연휴양림,(1시간 걸어가는)상단 5호실 ,20201101,체크아웃
224,운악산 자연휴양림,[C동]오리나무,20201121,체크아웃
101,유명산 자연휴양림,[연]오동나무,20201025,체크아웃
187,희리산 자연휴양림,괭이밥(2동2층),20201031,체크아웃
101,유명산 자연휴양림,오두막A,20201111,체크아웃
224,운악산 자연휴양림,[A동]동고비,20201021,체크아웃
190,지리산 자연휴양림,삼도봉1,20201026,체크아웃
103,산음 자연휴양림,야영데크(223),20201021,체크아웃
244,검봉산 자연휴양림,[C동]산목련,20201031,체크아웃
115,속리산 자연휴양림,206호 낙엽송,20201022,체크아웃
115,속리산 자연휴양림,206호 낙엽송,20201023,체크아웃
183,청옥산 자연휴양림,진달래,20201030,체크아웃
183,청옥산 자연휴양림,진달래,20201031,체크아웃
183,청옥산 자연휴양림,오토캠핑장(402),20201016,체크아웃
183,청옥산 자연휴양림,오토캠핑장(402),20201017,체크아웃
187,희리산 자연휴양림,캠핑카야영장(401),20201017,체크아웃
181,방장산 자연휴양림,행복,20201025,체크아웃
181,방장산 자연휴양림,행복,20201026,체크아웃
224,운악산 자연휴양림,[D동]은방울,20201019,체크아웃
101,유명산 자연휴양림,야영데크(211),20201022,체크아웃
191,오서산 자연휴양림,(신)401호 진달래꽃,20201018,체크아웃
224,운악산 자연휴양림,[A동]부엉이,20201018,체크아웃
101,유명산 자연휴양림,[연]청설모,20201019,체크아웃
113,가리왕산 자연휴양림,소쩍새,20201112,체크아웃
111,대관령 자연휴양림,야영데크(108),20201023,체크아웃
111,대관령 자연휴양림,야영데크(108),20201024,체크아웃
220,용현 자연휴양림,305호 편백나무,20201104,체크아웃
110,복주산 자연휴양림,금낭화,20201015,체크아웃
110,복주산 자연휴양림,금낭화,20201016,체크아웃
224,운악산 자연휴양림,[C동]오리나무,20201104,체크아웃
224,운악산 자연휴양림,[C동]오리나무,20201105,체크아웃
108,중미산 자연휴양림,야영데크(216),20201023,체크아웃
111,대관령 자연휴양림,멧돼지,20201018,체크아웃
187,희리산 자연휴양림,야영데크(313),20201024,체크아웃
107,삼봉 자연휴양림,산토끼,20201015,체크아웃
188,회문산 자연휴양림,은행나무,20201105,체크아웃
222,용화산 자연휴양림,[B동]소나무,20201114,체크아웃
181,방장산 자연휴양림,신선,20201017,체크아웃
194,운장산 자연휴양림,야영데크(120),20201017,체크아웃
108,중미산 자연휴양림,화성,20201015,체크아웃
201,진도 자연휴양림,돈나무,20201028,체크아웃
108,중미산 자연휴양림,화성,20201018,체크아웃
106,청태산 자연휴양림,가문비,20201029,체크아웃
187,희리산 자연휴양림,야영데크(211),20201113,체크아웃
187,희리산 자연휴양림,야영데크(211),20201114,체크아웃
220,용현 자연휴양림,310호 상수리나무,20201023,체크아웃
105,신불산 자연휴양림,하단 산벚나무,20201120,체크아웃
115,속리산 자연휴양림,201호 금낭화,20201120,체크아웃
101,유명산 자연휴양림,산토끼,20201019,체크아웃
141,덕유산 자연휴양림,벚나무,20201026,체크아웃
202,달음산 자연휴양림,나무꾼(2층),20201016,체크아웃
111,대관령 자연휴양림,동고비,20201106,체크아웃
111,대관령 자연휴양림,동고비,20201107,체크아웃
111,대관령 자연휴양림,따오기,20201031,체크아웃
103,산음 자연휴양림,황토방1,20201106,체크아웃
195,운문산 자연휴양림,문복산장,20201026,체크아웃
107,삼봉 자연휴양림,너구리,20201014,체크아웃
192,남해편백 자연휴양림,떼섬,20201016,체크아웃
224,운악산 자연휴양림,[C동]오리나무,20201024,체크아웃
103,산음 자연휴양림,오소리,20201025,체크아웃
300,상당산성 자연휴양림,7동 상수리나무,20201023,체크아웃
187,희리산 자연휴양림,602호 민들레,20201028,체크아웃
187,희리산 자연휴양림,602호 민들레,20201029,체크아웃
108,중미산 자연휴양림,목성,20201106,체크아웃
111,대관령 자연휴양림,산까치,20201111,체크아웃
111,대관령 자연휴양림,산까치,20201112,체크아웃
202,달음산 자연휴양림,거북이(2층),20201115,체크아웃
105,신불산 자연휴양림,(1시간 걸어가는)상단 1호실 ,20201122,체크아웃
222,용화산 자연휴양림,[C동]산토끼,20201025,체크아웃
183,청옥산 자연휴양림,매발톱,20201023,체크아웃
190,지리산 자연휴양림,야영데크(304),20201031,체크아웃
107,삼봉 자연휴양림,산양,20201019,체크아웃
