"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"62","일반야영장업","03_11_07_P","4290000","CDFI2262132018000001","20180920","","02","휴업","02","휴업","","20211109","20231109","","033 563 0303","","","강원도 정선군 정선읍 회동리 320","강원도 정선군 정선읍 청량길 14-2","26119","가리왕산 자건재","20211109160501","U","2021-11-11 02:40:00.0","","339514.479113221","436849.550032571","일반야영장업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"63","일반야영장업","03_11_07_P","5200000","CDFI2262132016000001","20160204","","02","휴업","02","휴업","","20200901","20220831","","","","","경상북도 고령군 운수면 화암리 1163","경상북도 고령군 운수면 법승길 18-26","40121","별나무캠핑장","20201014174358","U","2020-10-16 02:40:00.0","","314617.285305469","254044.10003894","일반야영장업","","","","","","현대해상화재보험","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"64","일반야영장업","03_11_07_P","4350000","CDFI2262132016000026","20160927","","02","휴업","02","휴업","","20221101","20230531","","","","","강원도 양양군 서면 서림리 375-1","","","얼음골야영장","20221014152213","U","2022-10-16 02:40:00.0","","333072.663363811","496358.243554681","일반야영장업","","관리지역","1","기타","","","기타","","","","","","","","","","","","","","502","","","","","","","","","100000000","","","","502",
"65","일반야영장업","03_11_07_P","5460000","CDFI2262132015000002","20150514","","02","휴업","02","휴업","","20200224","20201231","","055-963-8702","","676821","경상남도 함양군 안의면 상원리 산 156-1","경상남도 함양군 안의면 용추휴양림길 251-1","50005","용추자연휴양림야영장","20200804172912","U","2020-08-06 02:40:00.0","","267739.457079362","243050.858373845","일반야영장업","","","1","","","","환경위생시설","1","","","","","","","","","","","","","169.69","","","","","","","","","","","","","170",
"66","일반야영장업","03_11_07_P","4140000","CDFI2262132015000005","20150907","","02","휴업","02","휴업","","20220509","20221231","","","","","경기도 연천군 전곡읍 전곡리 56-23","경기도 연천군 전곡읍 선사로286번길 37","11031","한탄강 소나무 캠핑","20220531130110","U","2022-06-02 02:40:00.0","","206699.569421762","501455.591938609","일반야영장업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"67","일반야영장업","03_11_07_P","4140000","CDFI2262132016000002","20160325","","02","휴업","02","휴업","","20220727","20221231","","031 834 8408","","","경기도 연천군 신서면 도신리 787","경기도 연천군 신서면 연신로866번길 25","11003","에브라임캠핑장","20220727103847","U","2022-07-29 02:40:00.0","","209084.933809401","517288.024538874","일반야영장업","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"68","일반야영장업","03_11_07_P","4140000","CDFI2262132016000010","20160927","","02","휴업","02","휴업","","20171110","20180331","","","","","경기도 연천군 미산면 광동리 38번지","경기도 연천군 미산면 청정로918번길 123","11046","다솔 관광농원","20171124132905","I","2018-11-26 13:44:42.0","","196101.742616773","503794.189115618","일반야영장업","","","","","","","","","","","","","","","","","","","","","2818","","","","","","","","","","","","","2818",
"69","일반야영장업","03_11_07_P","4950000","CDFI2262132017000001","20170728","","02","휴업","02","휴업","","","","","","","","전라남도 무안군 망운면 피서리 811-5번지","전라남도 무안군 망운면 톱머리길 66-5","58534","톱머리 글램핑장","20200420153021","U","2020-04-22 02:40:00.0","","143628.824664","163531.808417","일반야영장업","","관리지역","","기타","","","","","","","","","","","","","","","","","1461","","","","","","","","","","","","","1461",
"70","일반야영장업","03_11_07_P","4760000","CDFI2262132015000001","20150708","","02","휴업","02","휴업","","20190301","20191231","","063 643 5205","","566812","전라북도 임실군 관촌면 관촌리 1010-17번지","전라북도 임실군 관촌면 춘향로 3441-26","55910","사선대야영장","20190228141459","U","2019-03-02 02:40:00.0","","224115.319663","240967.405814","일반야영장업","","","","","","","","","","","","","","","","","","","","","3200","","","","","","","","","50000000","","","","3200",
"71","일반야영장업","03_11_07_P","4500000","CDFI2262132016000005","20160603","","02","휴업","02","휴업","","20211020","20220520","","","","","충청남도 공주시 사곡면 운암리 44-1","충청남도 공주시 사곡면 마곡사로 760-15","32520","청빈낙원","20211019175121","U","2021-10-21 02:40:00.0","","202032.933379","338975.296952","일반야영장업","","관리지역","2","기타","","","사무실","1","0","0","0","","","0","0","","0","0","","0","1894","","0","","","","","","","0","","","","1894",
"72","일반야영장업","03_11_07_P","3570000","CDFI2262132017000003","20170421","","02","휴업","02","휴업","","20221013","20271013","","","","","인천광역시 강화군 길상면 선두리 973-9","인천광역시 강화군 길상면 해안남로 671-2","23051","선두바다캠핑장","20221028173234","U","2022-10-30 02:40:00.0","","155064.053778222","455585.246142601","일반야영장업","","","1","","","","근린생활시설","1","","","","","","","","","","","","","285","","","","","","","","","","","","","285",
"73","일반야영장업","03_11_07_P","5400000","CDFI2262132017000001","20170803","","02","휴업","02","휴업","","20220228","20230301","","","","","경상남도 함안군 군북면 월촌리 1365-2","경상남도 함안군 군북면 월촌3길 71-13","52060","월촌캠핑야영장","20220228164611","U","2022-03-02 02:40:00.0","","318339.433692871","199904.852270943","일반야영장업","","관리지역","1","","","","","1","","","","","","","","","","","","","140.83","","","","","","","","","100000000","","","","141",
"74","일반야영장업","03_11_07_P","4280000","CDFI2262132015000005","20150604","","02","휴업","02","휴업","","20211101","20220430","","0333348815","","232944","강원도 평창군 진부면 수항리 산 10","강원도 평창군 진부면 아차골길 132","25337","국립두타산자연휴양림","20211103174512","U","2021-11-06 02:40:00.0","","339852.609003222","451982.3399531","일반야영장업","","보전녹지지역","","","","","","","","","","","","","","","","","","","2000","","","","","","","","","","","","","2000",
"75","일반야영장업","03_11_07_P","4500000","CDFI2262132018000003","20181115","","02","휴업","02","휴업","","20220101","20240101","","","","","충청남도 공주시 사곡면 해월리 152-1 외 1필지","충청남도 공주시 사곡면 해월길 60-13","32523","놀자캠핑","20220519092737","U","2022-05-21 02:40:00.0","","201005.822178","334844.294695","일반야영장업","","관리지역","","기타","","","기타","","","","","","","","","","","","","","1800","","","","","","","","","50000000","","","","1800",
"76","일반야영장업","03_11_07_P","4260000","CDFI2262132015000017","20150801","","02","휴업","02","휴업","","20190527","20220526","","033 344 4411","","225831","강원도 횡성군 둔내면 궁종리 75-1번지","강원도 횡성군 둔내면 경강로궁종1길 121-7","225831","올챙이캠핑장","20190527172122","U","2019-05-29 02:40:00.0","","301095.869792948","445842.743862236","일반야영장업","","","","","","","","","","","","","","","","","","","","","458","","","","","","","","","50000000","","","","458",
"77","일반야영장업","03_11_07_P","4780000","CDFI2262132016000004","20160329","","02","휴업","02","휴업","","20211103","20221231","","5646096","","","전라북도 고창군 상하면 자룡리 529-5","전라북도 고창군 상하면 진암구시포로 539-18","56408","914 해변 캠핑장","20211108151727","U","2021-11-10 02:40:00.0","","148664.270612","216236.62002","일반야영장업","","","","","","","","","","","","","","","","","","","","","133","","","","","","","","","300000000","","","","133",
"78","일반야영장업","03_11_07_P","5680000","CDFI2262132016000001","20160719","","02","휴업","02","휴업","","20220629","20221029","","","","","충청남도 당진시 고대면 슬항리 4-5","충청남도 당진시 고대면 보덕포로 545-14","31792","참숯골","20220629164300","U","2022-07-01 02:40:00.0","","166331.750916","383332.83932","일반야영장업","","","0","","","","","0","0","0","151","","","0","0","","0","0","","0","2256","","0","","","","","","","0","","","","2256",
"79","일반야영장업","03_11_07_P","4330000","CDFI2262132015000011","20150605","","02","휴업","02","휴업","","20170102","20220131","","","","","강원도 인제군 북면 월학리 1539번지","강원도 인제군 북면 풍전동길 50-209","24609","팔리봉 캠핑장","20191114103816","U","2019-11-16 02:40:00.0","","304687.866203867","520029.597288946","일반야영장업","","","","","","","","","","","109","","","","","","","","","","1729","","","","","","","","","","","","","1729",
"80","일반야영장업","03_11_07_P","5100000","CDFI2262132015000003","20150424","","02","휴업","02","휴업","","20220425","20221231","","","","770883","경상북도 영천시 북안면 상리 297-3","경상북도 영천시 북안면 상리중앙길 50-21","38910","영천 구룡산 오토캠핑장","20220728170813","U","2022-07-30 02:40:00.0","","379656.230118072","263268.38503886","일반야영장업","","주거지역","1","","","","","1","0","0","96","","","0","0","","0","0","","0","550","","0","","","","","","","0","","","","550",
"81","일반야영장업","03_11_07_P","5100000","CDFI2262132015000007","20150610","","02","휴업","02","휴업","","20220810","20230310","","","","770100","경상북도 영천시 야사동 619","경상북도 영천시 삼밭골길 107 (야사동)","38824","삼밭골글램핑","20220816104103","U","2022-08-18 02:40:00.0","","374894.232958102","278336.748499817","일반야영장업","","준주거지역","0","기타","","","","0","0","0","0","","","0","0","","0","0","","0","3300","","0","","","","","","","0","","","","3300",
"82","일반야영장업","03_11_07_P","5100000","CDFI2262132017000003","20171113","","02","휴업","02","휴업","","20220826","20230226","","","","770861","경상북도 영천시 임고면 매호리 574-4","","","글램코티지","20220826172330","U","2022-08-28 02:40:00.0","","376945.898392289","278940.29108781","일반야영장업","","관리지역","","","","야영장사고배상책임보험","","","","","96","","","","","","","","","","96","","","","","","","","","","","","","96",
"83","일반야영장업","03_11_07_P","4600000","CDFI2262132016000002","20160720","","02","휴업","02","휴업","","20220413","20221231","","041-633-3739","","","충청남도 홍성군 홍북읍 상하리 88-20","충청남도 홍성군 홍북면 용봉산1길 15","32251","용봉산글램핑","20220418192941","U","2022-04-20 02:40:00.0","","169689.846018","349246.056695","일반야영장업","","관리지역","","기타","","한화손해보험","근린생활시설","","","","","","","","","","","","","","616.72","","","","","","","","","750000000","","","","617",
"84","일반야영장업","03_11_07_P","5360000","CDFI2262132016000001","20160229","","02","휴업","02","휴업","","20200109","20200331","","","","","경상남도 밀양시 산내면 남명리 58-1번지","경상남도 밀양시 산내면 얼음골옛길 197-4","50415","옥샘캠핑장","20200109162038","U","2020-01-11 02:40:00.0","","378453.293064344","232878.388649157","일반야영장업","","관리지역","","기타","","","기타","","","","","","","","","","","","","","15398","","","","","","","","","250000000","","","","15398",
